Step,Boid,x,y,xy,yv
200,1,-22.790703036173404,23.128873723617076,-1.9919544706335042,-0.17921324427395086

200,2,-19.261397324670003,29.028723338714745,-1.7640536473455273,0.5149727798274124

200,3,-15.772598128718693,10.931262107898426,-0.629695297532053,-0.8070367334263928

200,4,-7.825850565531807,12.525396959951264,-0.9007671530484402,0.9306209967857186

200,5,-0.6195080518132698,-35.654930443402634,0.14249409997581924,1.99491739966147

200,6,-15.323895423865224,4.227000341982054,-0.9240950428823306,-0.854465321657653

200,7,-6.349228798483716,24.059743005396943,-1.5237760122391062,-1.2954175637703413

200,8,-18.51948940461193,22.975827782916564,-1.9871073741749956,-0.2050970718794352

200,9,-26.51820755193319,16.689216418518573,-1.0637115655760974,-1.289268976733936

