frame,Boid,x,y,xy,yv
200,1,84.30112621291421,21.288041552664193,-0.7608809943696925,1.8496108002514984

200,2,74.97976280833986,30.80049619941872,0.09456864829490885,0.5565042186327056

200,3,-13.443517361053,23.275905263329154,0.3941369079038733,0.1283053106090143

200,4,81.64236636730614,26.16026144978493,0.3792813401318532,1.9443461974531386

200,5,-13.573964992421557,-88.88007546358294,0.5450203246156203,-1.5492934290254923

200,6,68.9164224203087,5.808337273361581,0.7922740421365575,-1.0489757797761439

200,7,80.80460221046421,15.599483966405737,1.1380596220974246,0.9811573492282679

200,8,-21.730789580955346,19.096737997334245,-0.8830613135424216,-0.9658221577239302

200,9,50.73585134811521,20.57161381767039,-0.929283942593805,0.5919826556985208

200,10,-17.685456433921864,12.054936800389555,-0.01665946083552583,0.3290115040570001

200,11,73.14401699257024,15.456634962554794,-1.83126908881969,0.6669333740135119

200,12,97.06701706139289,38.76718313354605,0.6300958250565368,1.0818908905549756

200,13,81.17423923294666,18.415813428500716,-0.8562321442538983,1.8074475138012647

200,14,74.74996500316956,2.7952862833424037,-0.6296349771113918,-0.5061490517103707

200,15,72.13183171005048,25.468271558211327,0.20894154579463958,0.4839476237321977

200,16,85.44953043777926,31.020083508312805,-0.614394801047768,1.9032916298994942

200,17,83.91041160691243,14.697264350201245,0.026191792291112136,1.6381822932839158

200,18,84.45141921995345,-10.296782166946212,-1.0255249720134147,1.7170610157408164

200,19,-16.35814985453541,27.832759101504916,-0.8372657513320327,-1.0149489433505883

200,20,-34.14602353274975,10.10652376623505,0.16161595600248232,1.9934593757499557

200,21,86.75021590831543,0.5565370483685088,-0.5920338691577607,-0.914189741357462

200,22,55.67347987027626,18.8056780148033,-0.8479951227676117,0.6620520135029463

200,23,-24.323219235423593,12.745895828582963,-1.2103268656073674,-1.0287428467311976

200,24,-35.93569836901611,15.721117898505787,-1.0381312184763472,1.7094687985525838

200,25,-22.19065732721238,-88.10195041258444,1.231489901693842,1.5758910565220208

200,26,82.22406727853367,24.34082973008111,0.7253777375740562,1.1409762579691618

200,27,90.38382593247839,20.180295009074538,-0.4431715566670092,1.950281767171436

200,28,81.62459455289883,8.001405655710958,-0.06106711080375804,1.1112907684654418

200,29,-21.058197070480325,16.874321853343304,-1.702784341611323,1.049059333862148

200,30,-20.475604216955173,34.209150336890936,-0.671948331901487,1.8042805739659258

200,31,-6.642335758797501,-88.17688549371186,1.1021665340443336,0.5089417811019076

200,32,78.28534420054339,32.34829013343731,0.7323536501585401,1.4288982617628845

200,33,-9.599937257549682,-83.60484149834829,-0.5298721756405398,1.816009202354934

200,34,-15.49919966844103,37.10998606949792,-1.9438419710656767,0.47061490788489146

200,35,-3.8322181030242057,-93.81729250683134,-0.8239776758026164,0.09302883237539714

200,36,78.36423009999542,23.548043096010154,1.1612260293644998,1.2173804328500375

200,37,-98.15539747766495,57.023468575927076,-20.0,3.95265067861943e-168

200,38,-19.556155690353275,31.495751991490543,0.7289957998159936,0.18369070781275176

200,39,-10.032575874416402,-94.8190175712989,0.01982928243342564,1.999901697473697

200,40,73.95674706030556,36.103501460114565,1.3251519464975303,-0.0956020224842623

200,41,-7.650379451345207,-84.24924897069668,0.280841417794356,-1.0533614612084021

200,42,-12.907525559846098,20.82662442127427,-1.6704103563693327,-0.21448146199762444

200,43,-5.931908575669768,-81.77077394247371,0.31002579190792656,1.5333095665226866

200,44,81.99951769461642,27.64328575247842,0.2238312509515934,1.576364570814531

200,45,-5.219031231173646,-87.25907840264114,0.3251112056837081,1.4464342808541701

200,46,86.74526195236301,12.679443234449487,0.42071202920165235,-1.0502435534858252

200,47,92.25971418523852,16.959522575161422,0.10559255694309905,1.9972106078023464

200,48,58.910021067226054,25.987047013945865,0.12443487750529153,1.2934971248429554

200,49,58.34521223442571,14.3920322278571,-1.2022342933275574,1.4970273635001554

200,50,93.46434272021425,1.1575799582390778,-1.6493207206803608,-0.1124578634579152

200,51,64.96115573056166,16.677216654226488,-1.112519486439864,-0.7671000305988517

200,52,-16.68709227463887,-78.14161946186772,0.9636701666249924,1.7525238400538121

200,53,-12.060301595543176,37.542986003550894,-1.9960959468577073,0.12490384677115837

200,54,-28.863279127463247,10.001446255481335,-0.6836968260016442,-0.1971707312736259

200,55,79.63791058830871,39.07270849440923,-1.479537806449124,1.3457220661368807

200,56,75.00120405459947,39.25399778265215,-0.5997671366015752,1.6679015550022096

200,57,97.14406924146843,9.619507845456635,1.2260914125843687,1.4545965217429002

200,58,92.61132771807746,30.28929471942613,0.3940630994884109,1.960794296610837

200,59,89.19091201896474,25.893995123675836,1.0843352695363548,1.6805406937172098

200,60,-13.622221664547993,33.29308556862113,-0.7708186694501014,0.3568520296054627

200,61,1.7652765910429775,-87.40606910721905,1.6564611077891715,-0.39212718673065206

200,62,62.181444281655004,1.291577017657384,-1.3335626944604764,1.410069979322059

200,63,77.4725964266756,25.727312372450392,1.3618612668262764,0.5522853257567135

200,64,-25.135148943531824,28.175201167280136,-1.084236330274905,1.159436502602111

200,65,-23.15965367968801,10.636540627911408,-0.43791490974888314,-1.6338524199668112

200,66,89.10992343550508,7.9597690958471485,1.7869864307406038,0.636328229626662

