Step,Boid,x,y,xy,yv
123,81,-56.01095803931566,-19.591336767836978,-0.047070309539551825,-1.930735345933318

123,82,-57.65377689342675,-47.92487144719468,-0.2435894026054774,-1.6704871726405497

123,83,-41.84824226531176,-51.259285896008244,-0.9014076133255742,0.7527290791879602

123,84,-54.703748093626004,-50.064720436889615,-0.8740943770228848,-1.5897080311588707

123,85,-39.61227928448841,-42.47000325694279,-1.404127916627081,-1.4242277885747396

123,86,-50.76826142083651,-48.10741703262984,-0.6324928344994457,-1.8973541615383398

123,87,-39.293002583399605,-44.100234425339515,-1.7658788907500138,0.9389737713075378

123,88,-50.58517145561299,-54.93948090759337,0.8075176246966351,1.0084318919150668

123,89,-40.1157659023064,-32.78716066272499,-0.049528029540753395,-1.9993866495227506

123,90,-50.541270995046744,-7.571089923424834,0.16597802366634562,-1.9931009246046258

123,91,-53.92895847283214,-56.405905485315266,-0.04282817077842467,-1.314412823597293

123,92,-52.308932584438345,-14.494077665394435,0.7088394257937034,-1.8701728980071477

123,93,-50.68087083838215,-50.8347318573327,-1.4145197044349078,1.4139073540247893

123,94,54.28599285024939,31.654437284243535,1.3079038497754425,-1.214291505234635

123,95,-37.01203931551702,-52.99960322726792,-1.987055001814546,-0.22718366966794398

123,96,-54.36913648886403,-54.31280914665489,-1.7933221309634297,0.8854353362029227

123,97,-51.73559649236411,-56.68300887957088,-0.34650189891763317,-1.033994418645017

123,98,-48.203335100085724,-51.146879556227915,-1.8723555338690128,-0.7030538775869767

123,99,-26.96829503424136,32.175752532091586,1.91398838848852,0.5802141404094845

