frame,Boid,x,y,xy,yv
200,1,-25.334793111039673,-1.6536524609310013,0.6596161838399918,-1.7591241038236674

200,2,42.09045008003724,28.341691930600202,0.07891780519977372,1.998442388467191

200,3,86.05594503459437,10.22771512652665,1.3284923638432762,1.4950277720531164

200,4,-87.24107893603636,-22.79542588496234,-1.1888700515567576,-1.6082872879281962

200,5,-10.28245782217405,-83.10432228485442,-1.9469847246250749,-0.45743904738950875

200,6,72.4918628357251,-52.21979034955207,-1.9441096537510694,0.4695078851221748

200,7,-47.449056761248045,-67.08548490297372,-0.17908983363045497,1.6872257592454047

200,8,-79.28938867244798,11.827186126048595,-1.9954003130888724,0.13556397207529033

200,9,19.641899962440842,33.71407463903758,-0.4359900642693075,1.951899757635736

200,10,73.22064057639984,30.020009584112703,-1.9511823013722696,-0.4391897389643964

200,11,80.98639704102784,54.92721054667308,1.7135833117842911,1.0313254741226852

200,12,-56.186064874195544,-38.10983110591573,0.2698014350846324,1.1235607246577584

200,13,-27.949233165227458,-2.817597144147462,0.24116836109136464,-1.8475186171585256

200,14,40.31538348335638,38.461086541803155,-1.678602377122682,0.4630920063318459

200,15,-8.322642967560402,-85.11567265629547,-1.4844086640938647,-0.0477725868900769

200,16,-65.63323314478669,28.372146791267067,-1.970770792816837,0.3406794419686878

200,17,-64.07679943807736,10.734468803487133,-1.4273490694650224,-1.4009549007363995

200,18,-50.72023929951971,-45.684800490615714,-1.9919359043455156,-0.17941948885004896

200,19,0.11368585617851146,-61.810770786878244,-0.7541305899117199,-1.1591655039642101

200,20,-84.57246179965351,9.317568308463096,-1.8361445807792163,-0.4102049013720307

200,21,6.28281294735514,-45.34216111847705,1.6146895353715605,-1.1005485213346735

200,22,62.001812845546624,-93.29940391485661,1.7918256679831923,-0.888459777118012

200,23,86.58902246117636,92.0815054561897,0.24197673061001282,-1.9853078506476745

200,24,17.96590609619228,38.57883577343941,-0.686671309977716,1.8702199011888476

200,25,-42.28443967596282,3.355433750611099,-0.7690220355108353,-1.6392205638158375

200,26,81.59258612893919,13.20403214489092,-0.024460925312873874,1.887323845045171

200,27,-27.809746467737092,-19.12978098775061,0.36705314983274623,1.9660294975401207

200,28,-68.2647169411502,23.81555853391973,-1.5591556558775086,0.13120946020588437

200,29,-3.0609123399239158,2.956425302660362,1.3285683680109661,-1.4949602307488579

200,30,-6.177062320411086,-82.0563824123395,-1.9450021446131094,-0.46579679845443944

200,31,-58.38657033226375,85.50302732167475,-0.706102068366614,-1.8712081308738449

200,32,38.13282630151243,34.84791927195079,-1.5507685514335032,1.262979374291138

200,33,-89.1258484121565,45.46872336685086,1.998217925228377,0.08441044541998685

200,34,98.89893783338616,14.706539845517158,20.0,-1.592284192120772e-35

200,35,20.04927792710365,63.659677043716606,1.2575904845599228,-0.4030156757178867

200,36,46.13033213008115,31.0720675630591,0.5456510049457011,1.8775200216090613

200,37,60.14115612118728,-61.718421531978365,-0.373940588697677,1.9541250553738123

200,38,57.32628855871846,-64.51033204212894,-0.6493825594430782,1.891640106228232

200,39,-68.30739244702877,18.023568255125692,-0.8579269905833834,-0.40784808857476157

200,40,-92.92385529879567,-21.941128655694435,-0.8361056552054991,-1.6681259822662469

200,41,46.68708500181808,26.6949160310075,0.311767966781369,1.9755507421701453

200,42,32.71799871181107,32.16056480905781,-1.7517637748385766,0.9650511267095137

200,43,9.063551664012472,-68.16187838517001,-1.8515993807975462,-0.7560289234084526

200,44,67.99732803577245,-54.54965008417035,-0.7140717774194265,0.9308467454449961

200,45,-76.38578263679376,-38.8358909754248,1.980345582004818,0.2796987233328012

200,46,-83.69653641926217,5.396744303014547,-1.9984573697662544,-0.07853751477443655

200,47,-88.2486520504653,7.095465214052218,-1.9908344195979943,-0.1912545783606698

200,48,-69.98245834128986,8.21390833423113,-1.0285520212295542,-1.1714596657105767

200,49,-10.623570514957626,-89.56428551324174,-1.7843844227158099,-0.6232412347599194

200,50,77.35742818773178,57.0156048707874,1.205373622292161,1.5959556480937291

200,51,-31.26404767791696,91.44305358691572,0.2539513916828506,0.2202628229644708

200,52,68.09535972240647,-50.321334247712855,-0.9638727421819402,1.5002362538176033

200,53,77.40739942793026,60.23266437800324,-1.9059341665852736,0.6061476327124421

200,54,47.5409269640225,46.96319626322312,-1.5922809975309369,1.2102236259889674

200,55,3.467545745753787,-47.821618526887335,1.6455976130957213,-1.1366655162243928

200,56,-25.86408644113111,-21.59756253879343,0.48837973580972893,1.1797690785393087

200,57,-79.44872217126564,-47.42226062523652,-1.9820514014770438,0.26734292940507703

200,58,88.9993530025147,51.00845153981921,-1.9866257833204937,0.23090690125294072

200,59,84.38225978199347,9.856363384762238,0.069405778545648,1.3307718897121499

200,60,-81.39407599238916,-52.15324750201363,-1.7885776622850835,-0.7665867392946633

200,61,82.2470986222534,59.72332059010428,0.982753032890129,1.7021106472562069

